index,url,Adgangskvotienter,Uddannelse,ledighed_nyudd,maanedloen_nyudd,ledighed_10aar,maanedloen_10aar
0,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/amerikanske-studier,0.0,Amerikanske studier - Syddansk Universitet,28.0,23300.0,,
1,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/bioteknologi,0.0,Bioteknologi - Aalborg Universitet,23.0,31900.0,0.0,45150.0
2,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/byggeri,5.7,Byggeri - Aarhus Universitet,4.0,37600.0,0.0,52050.0
3,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/byggeteknologi,0.0,Byggeteknologi - Danmarks Tekniske Universitet,6.0,38300.0,1.0,50550.0
4,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/bygningsdesign,0.0,Bygningsdesign - Danmarks Tekniske Universitet,8.0,37650.0,,
5,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/computerteknologi,0.0,Computerteknologi - Aarhus Universitet,1.0,41250.0,1.0,54300.0
6,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/design-og-innovation,0.0,Design og innovation - Danmarks Tekniske Universitet,11.0,38100.0,,
7,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/elektroteknologi,0.0,Elektroteknologi - Danmarks Tekniske Universitet,2.0,40800.0,,
8,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/elektroteknologi,0.0,Elektroteknologi - Aarhus Universitet,1.0,40050.0,,
9,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/energisystemer,0.0,Energisystemer - Syddansk Universitet,,,,
10,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/energiteknologi,0.0,Energiteknologi - Syddansk Universitet,11.0,36600.0,,
11,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/engineering-innovation-and-business,0.0,"Engineering, Innovation and Business - Syddansk Universitet",2.0,37600.0,,
12,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/fysik-og-nanoteknologi,0.0,Fysik og nanoteknologi - Danmarks Tekniske Universitet,3.0,31600.0,0.0,58900.0
13,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/fysik-og-teknologi,7.2,Fysik og teknologi - Syddansk Universitet,11.0,35700.0,,
14,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/geofysik-og-rumteknologi,0.0,Geofysik og rumteknologi - Danmarks Tekniske Universitet,10.0,32300.0,,
15,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/kemi-og-bioteknologi,0.0,Kemi og bioteknologi - Syddansk Universitet,16.0,36100.0,0.0,50000.0
16,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/oevrigetekniskvidenskab/landinspektoervidenskab,0.0,Landinspektørvidenskab - Aalborg Universitet,8.0,41350.0,3.0,
20,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/matematik-teknologi,7.7,Matematik-teknologi - Aalborg Universitet,6.0,37500.0,,
21,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/medicin-og-teknologi,0.0,Medicin og teknologi - Danmarks Tekniske Universitet,4.0,37850.0,3.0,59000.0
22,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/mechatronics,0.0,Mechatronics - Syddansk Universitet,5.0,39500.0,,
23,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/miljoevidenskab,0.0,Miljøvidenskab - Aalborg Universitet,,,,
24,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/product-development-and-innovation,0.0,Product Development and Innovation - Syddansk Universitet,13.0,37750.0,0.0,47900.0
25,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/robotteknologi,0.0,Robotteknologi - Syddansk Universitet,1.0,39300.0,,
26,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/software,6.9,Software - Aalborg Universitet,2.0,41800.0,0.0,53900.0
28,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/software-engineering,7.6,Software Engineering - Syddansk Universitet,3.0,41700.0,,
29,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/spiludvikling-og-laeringsteknologi,6.5,Spiludvikling og læringsteknologi - Syddansk Universitet,26.0,33050.0,,
30,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/sundhedsteknologi,0.0,Sundhedsteknologi - Aalborg Universitet,4.0,37700.0,2.0,54900.0
31,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/sundheds-og-velfaerdsteknologi,0.0,Sundheds- og velfærdsteknologi - Syddansk Universitet,9.0,36850.0,,
32,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/miljoeteknologi,8.6,Miljøteknologi - Danmarks Tekniske Universitet,10.0,33700.0,2.0,52900.0
33,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/aestetik-og-kultur,0.0,Æstetik og kultur - Aarhus Universitet,38.0,26900.0,5.0,39800.0
34,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/anvendt-filosofi,0.0,Anvendt filosofi - Aalborg Universitet,33.0,28400.0,,
35,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/arabisk-og-islamstudier,0.0,Arabisk- og islamstudier - Aarhus Universitet,25.0,27800.0,,
36,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/oevrigenaturvidenskab/audiologi,8.8,Audiologi - Syddansk Universitet,5.0,33600.0,1.0,41700.0
37,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/audiologopaedi,8.1,Audiologopædi - Københavns Universitet,2.0,40000.0,2.0,44700.0
38,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/audiologopaedi,0.0,Audiologopædi - Syddansk Universitet,4.0,40950.0,1.0,41700.0
39,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/dansk,0.0,Dansk - Københavns Universitet,18.0,31850.0,4.0,45600.0
40,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/dansk,0.0,Dansk - Syddansk Universitet,28.0,26850.0,2.0,48400.0
41,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/dansk,6.0,Dansk - Aarhus Universitet,24.0,31400.0,3.0,43300.0
42,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/dansk,0.0,Dansk - Aalborg Universitet,26.0,29950.0,2.0,44550.0
43,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/dramaturgi,6.2,Dramaturgi - Aarhus Universitet,35.0,24000.0,13.0,36800.0
44,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/engelsk,0.0,Engelsk - Københavns Universitet,21.0,28600.0,4.0,44800.0
45,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/engelsk,0.0,Engelsk - Syddansk Universitet,41.0,30900.0,6.0,45950.0
47,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/engelsk,2.9,Engelsk - Aarhus Universitet,34.0,27400.0,6.0,43800.0
48,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/engelsk,0.0,Engelsk - Aalborg Universitet,39.0,31400.0,1.0,47550.0
49,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/europaeisk-etnologi,9.5,Europæisk etnologi - Københavns Universitet,36.0,30200.0,10.0,44200.0
50,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/film-og-medievidenskab,9.3,Film- og medievidenskab - Københavns Universitet,23.0,30700.0,4.0,42350.0
51,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/filosofi,0.0,Filosofi - Københavns Universitet,32.0,28700.0,8.0,39400.0
52,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/filosofi,6.0,Filosofi - Syddansk Universitet,36.0,24600.0,0.0,43700.0
53,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/filosofi,6.1,Filosofi - Aarhus Universitet,40.0,29300.0,7.0,43150.0
54,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/forhistorisk-arkaeologi,0.0,Forhistorisk arkæologi - Københavns Universitet,15.0,32300.0,3.0,40700.0
55,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/fransk-sprog-litteratur-og-kultur,0.0,"Fransk sprog, litteratur og kultur - Københavns Universitet",15.0,32700.0,2.0,40000.0
56,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/fransk-sprog-litteratur-og-kultur,7.3,"Fransk sprog, litteratur og kultur - Aarhus Universitet",36.0,28200.0,7.0,42800.0
57,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/groenlandske-og-arktiske-studier,6.9,Grønlandske og arktiske studier - Københavns Universitet,23.0,30150.0,4.0,
58,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/historie,0.0,Historie - Københavns Universitet,27.0,32100.0,3.0,46000.0
59,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/historie,7.7,Historie - Syddansk Universitet,31.0,32100.0,7.0,46400.0
61,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/historie,0.0,Historie - Aarhus Universitet,34.0,28500.0,4.0,46400.0
62,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/historie,0.0,Historie - Aalborg Universitet,40.0,28400.0,4.0,45300.0
63,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/idehistorie,0.0,Idéhistorie - Aarhus Universitet,36.0,24900.0,4.0,49600.0
64,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/indianske-sprog-og-kulturer,6.2,Indianske sprog og kulturer - Københavns Universitet,23.0,30150.0,4.0,44400.0
65,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/informationsvidenskab,0.0,Informationsvidenskab - Aarhus Universitet,17.0,34350.0,,
66,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/italiensk-sprog-og-kultur,0.0,Italiensk sprog og kultur - Københavns Universitet,8.0,30150.0,8.0,44400.0
67,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/klassisk-arkaeologi,7.9,Klassisk arkæologi - Københavns Universitet,30.0,31900.0,3.0,44450.0
68,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/klassisk-arkaeologi,6.1,Klassisk arkæologi - Aarhus Universitet,37.0,31400.0,5.0,43900.0
69,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/klassisk-filologi,0.0,Klassisk filologi - Aarhus Universitet,25.0,27800.0,,
70,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/kommunikation-og-it,7.0,Kommunikation og it - Københavns Universitet,7.0,36550.0,,
71,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/kunsthistorie,9.3,Kunsthistorie - Københavns Universitet,34.0,25500.0,5.0,39000.0
72,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/kunsthistorie,6.9,Kunsthistorie - Aarhus Universitet,40.0,22900.0,4.0,40600.0
73,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/latin,0.0,Latin - Københavns Universitet,23.0,30150.0,,
74,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/lingvistik,9.3,Lingvistik - Københavns Universitet,22.0,32100.0,5.0,41900.0
75,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/lingvistik,7.0,Lingvistik - Aarhus Universitet,19.0,30700.0,1.0,41900.0
76,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/litteraturvidenskab,9.2,Litteraturvidenskab - Københavns Universitet,28.0,25600.0,6.0,41650.0
77,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/litteraturvidenskab,0.0,Litteraturvidenskab - Syddansk Universitet,33.0,22900.0,3.0,42700.0
78,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/litteraturvidenskab,8.6,Litteraturvidenskab - Aarhus Universitet,43.0,23500.0,5.0,36400.0
79,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/medievidenskab,7.6,Medievidenskab - Syddansk Universitet,32.0,27200.0,8.0,44800.0
80,www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/medievidenskab,9.0,Medievidenskab - Aarhus Universitet,21.0,30200.0,3.0,44050.0
